0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
5.568443,3.2779484,2.955679,2.779916,2.596224,2.5757499,2.5305068,2.4911673,2.4640892,2.4449277,2.4189632,2.4178338,2.4083297,2.3852365,2.350979,2.3475833,2.31877,2.31468,2.3095868,2.3030024,2.2918918,2.2787347,2.2618375,2.2590265,2.2561045,2.2403388,2.2365553,2.2323613,2.23087,2.2193122,"['6257', '22054', '35661', '5577', '20594', '39250', '21618', '14322', '53710', '51166', '41008', '45851', '8513', '52444', '29417', '19813', '21619', '37550', '49370', '37116', '48313', '40195', '23399', '33515', '20092', '50396', '8766', '24661', '11702', '32065']"
3.157536,2.978213,2.9523742,2.9516814,2.912651,2.9015422,2.8945491,2.891919,2.8577332,2.8229976,2.8131332,2.8085828,2.8022962,2.7644684,2.7361758,2.728766,2.7197356,2.7197356,2.702255,2.679788,2.640446,2.6397111,2.6296468,2.6253557,2.623283,2.612571,2.6095471,2.607503,2.603422,2.6008403,"['4487', '34464', '15022', '53723', '46872', '38827', '48984', '49239', '55446', '50361', '49238', '49236', '34465', '7707', '39533', '40554', '4299', '5276', '34466', '34586', '41222', '39037', '55690', '37455', '53633', '51962', '22876', '34835', '44869', '52874']"
3.935764,3.9232912,3.7800817,3.620262,3.5785863,3.222293,3.0341535,3.027496,2.7925224,2.7556574,2.7151062,2.536667,2.5235274,2.5188758,2.5055058,2.487891,2.4781003,2.4686608,2.4526396,2.4378948,2.3942893,2.3903856,2.3627193,2.361654,2.3532257,2.3391821,2.3179207,2.3033772,2.2913337,2.28903,"['18114', '19801', '19572', '55090', '44187', '18417', '33922', '55092', '54018', '27632', '53779', '39506', '42864', '2245', '31119', '33665', '33921', '18426', '41801', '23739', '23619', '12480', '25369', '39505', '46937', '52871', '31937', '23478', '2604', '28121']"
4.528461,3.9465728,3.765679,3.6352267,3.5882785,3.5745192,3.4969575,3.4630115,3.43259,3.3677773,3.2857018,3.23499,3.224317,3.2222118,3.2053282,3.1757753,3.1731231,3.0997608,3.0994787,3.0994787,3.0903552,3.074172,3.0376508,3.0354757,3.0333457,3.0230017,3.0182931,3.005674,3.0008178,2.99225,"['8396', '49526', '3946', '22176', '52626', '23319', '53309', '53708', '39953', '18208', '39286', '15267', '11008', '23800', '47232', '46350', '42163', '50654', '403', '4613', '10507', '53428', '1452', '31255', '6859', '305', '24124', '47045', '5324', '18433']"
3.3135796,2.8137016,2.7550733,2.7188096,2.6746058,2.5295706,2.4957225,2.455564,2.4250147,2.3844423,2.359248,2.3360143,2.3165247,2.2720878,2.2627342,2.224965,2.2157247,2.2106936,2.1960382,2.1959221,2.1535857,2.14852,2.139029,2.1386468,2.1382954,2.1188557,2.1121233,2.103221,2.0988448,2.0879326,"['15341', '53744', '42829', '53743', '21599', '22817', '53091', '12181', '40856', '10507', '56617', '25661', '45166', '53886', '30840', '28868', '45378', '42700', '51601', '54484', '35661', '31311', '24887', '54526', '21623', '31318', '19776', '5388', '55794', '30077']"
4.8085966,4.37661,4.317988,4.0122285,3.9651084,3.7221112,3.7101858,3.693483,3.4534223,3.3214228,2.9505286,2.933339,2.9089644,2.8397872,2.8233004,2.7988307,2.7896893,2.783388,2.7212505,2.7148695,2.711297,2.6905847,2.6777718,2.676916,2.6547399,2.6361017,2.6281126,2.609377,2.5990877,2.585429,"['7513', '7517', '7518', '7516', '7515', '7514', '7523', '7519', '7522', '22721', '9508', '22712', '11246', '38493', '56204', '20725', '20731', '33003', '43143', '23376', '40365', '9523', '9388', '8301', '25838', '20724', '24435', '9510', '20723', '26582']"
2.4976194,2.4927819,2.463951,2.4339886,2.4300437,2.4300437,2.4280705,2.4181833,2.4102886,2.4044516,2.4021018,2.3991718,2.3737667,2.349135,2.3158717,2.3091042,2.3090959,2.2913053,2.2796009,2.2785935,2.2738526,2.2734952,2.2628999,2.2495093,2.2441738,2.2362604,2.2345793,2.2338653,2.226166,2.223563,"['40856', '43348', '5388', '19699', '2061', '4917', '51601', '21602', '7567', '30276', '129', '45378', '32926', '36487', '43015', '22817', '39390', '48021', '12452', '53931', '3093', '45630', '6715', '44173', '45098', '50333', '46514', '36349', '16582', '53358']"
3.9739325,3.8036964,3.7040405,3.6917505,3.513463,3.4917138,3.3371282,3.3223534,3.293147,3.270068,3.2514524,3.2301812,3.2288623,3.184197,3.17694,3.1709442,3.134964,3.134044,3.1171834,3.105712,3.0967355,3.085709,3.082254,3.0807407,3.0748167,3.0736754,3.0595605,3.0590084,3.0533311,3.0488417,"['5810', '16458', '18620', '37215', '39393', '445', '3827', '29636', '36602', '34010', '54261', '29856', '44107', '42260', '27217', '35659', '45954', '55276', '38162', '34531', '11241', '12078', '8158', '37217', '26369', '145', '1078', '438', '39708', '37793']"
3.8475509,3.8448257,3.7941427,3.68595,3.6241722,3.623857,3.5722477,3.5662334,3.5616558,3.497634,3.4699786,3.4699786,3.447313,3.4311028,3.421789,3.4069562,3.3963993,3.3795063,3.3793323,3.3706343,3.3424048,3.3408628,3.3408628,3.3381753,3.3367705,3.3279603,3.3181117,3.3127308,3.3048944,3.298953,"['52367', '14153', '39099', '31577', '8621', '20590', '1070', '44234', '14375', '34757', '3622', '5194', '2360', '10597', '17726', '34754', '13459', '40672', '12998', '21961', '42994', '3929', '5236', '31233', '27518', '34490', '11724', '46177', '13747', '51797']"
4.127163,4.127163,3.2082288,3.0728614,3.0603132,3.0438752,2.942852,2.934642,2.9314601,2.9080553,2.8520038,2.841843,2.802489,2.7998939,2.745273,2.7450953,2.7285745,2.7239807,2.7228239,2.701925,2.7015164,2.6982074,2.6713665,2.6709409,2.6697767,2.6673133,2.6563647,2.648681,2.635504,2.6317239,"['912', '4723', '48606', '32696', '35001', '50873', '5787', '31551', '52283', '35284', '23469', '39763', '42838', '39267', '49335', '9772', '14763', '17680', '53787', '9398', '9400', '3316', '34838', '26557', '35000', '33655', '17027', '50485', '39689', '39268']"
4.0601873,4.0601873,2.946285,2.8271685,2.8240032,2.6715302,2.641943,2.640641,2.5981853,2.4763126,2.475433,2.4662397,2.4019246,2.3980656,2.3743443,2.359696,2.3180928,2.3125536,2.300972,2.294582,2.290606,2.2842464,2.268091,2.2635481,2.2629833,2.2358134,2.214801,2.2084944,2.206565,2.2040892,"['2429', '5006', '40854', '40865', '40859', '40855', '40858', '40876', '40862', '40863', '15060', '40861', '21210', '2430', '40878', '40864', '42330', '6247', '33388', '40866', '40870', '8141', '40875', '25261', '41267', '19172', '23723', '15061', '40860', '49046']"
5.5143986,5.5143986,3.4931889,3.126237,3.0931742,3.018629,3.0185506,3.0183218,2.9976132,2.9925752,2.9894629,2.9864416,2.9751933,2.9728084,2.9565399,2.949371,2.9461977,2.945291,2.9331977,2.9298425,2.9221454,2.9188755,2.9143364,2.9105713,2.88894,2.8884206,2.8593001,2.8505554,2.8222575,2.8052273,"['904', '4721', '54958', '27034', '27025', '27053', '27037', '13524', '39551', '27026', '27022', '27039', '27050', '27029', '27040', '27052', '27051', '27038', '27027', '27032', '27033', '27030', '27054', '27035', '27028', '27043', '27036', '27041', '27031', '39739']"
3.055802,2.908059,2.8743842,2.8384697,2.809559,2.809559,2.805557,2.7992814,2.785178,2.7525737,2.7517111,2.7517111,2.7048664,2.697997,2.6703212,2.6670213,2.6356957,2.6317909,2.6317909,2.6200905,2.6081917,2.6081917,2.560533,2.5574036,2.5568302,2.5455847,2.5422685,2.5421698,2.539585,2.5309722,"['6924', '14338', '39599', '37343', '1299', '4803', '53226', '37341', '1304', '25069', '1298', '4802', '53398', '14370', '1301', '14547', '14354', '590', '4641', '14336', '14348', '37353', '25088', '20410', '53433', '22121', '14604', '51976', '47586', '52056']"
2.7537296,2.50922,2.3362138,2.185445,2.1604953,2.143745,2.1003888,2.0528524,2.0380378,1.9963614,1.9229095,1.921588,1.9049491,1.9010465,1.8975908,1.8730464,1.8624748,1.8565398,1.8537288,1.8385258,1.821481,1.8198171,1.8135053,1.81341,1.810723,1.7982306,1.794929,1.7877989,1.7769059,1.774809,"['3729', '35219', '33889', '46755', '30346', '38703', '47803', '34442', '33897', '46581', '13057', '3731', '50019', '33296', '40508', '13237', '40716', '48910', '47804', '34287', '50463', '44184', '33895', '33269', '24968', '41174', '40598', '41819', '10471', '32768']"
5.9265766,3.5581565,3.509167,3.479307,3.4282858,3.3979707,3.3735764,3.3701358,3.3629055,3.3551347,3.287045,3.280038,3.2656407,3.2324686,3.2295976,3.2152245,3.1961503,3.1815877,3.1732392,3.1715817,3.1630392,3.1534445,3.1515503,3.1446042,3.1361828,3.128759,3.111557,3.1056907,3.0987525,3.0961385,"['6057', '10797', '29173', '17378', '18644', '17927', '54900', '3415', '36318', '31221', '43016', '19839', '1310', '44140', '23427', '1624', '38383', '53549', '36801', '51842', '36306', '33686', '528', '38925', '40426', '17089', '45378', '43460', '25612', '18246']"
5.257166,4.7486124,4.7486124,4.132036,4.003648,3.9072971,3.8980844,3.891396,3.8848732,3.8563974,3.7934144,3.775481,3.7325141,3.6979656,3.675517,3.650031,3.650031,3.6384833,3.6279705,3.6140225,3.6024873,3.5974107,3.5820742,3.5380552,3.5352256,3.5235524,3.5235524,3.520362,3.5082998,3.496079,"['8223', '4250', '5267', '53931', '53886', '8222', '45166', '36535', '51601', '40856', '56127', '35661', '49186', '54377', '40588', '4319', '5279', '11063', '10752', '5907', '45378', '29337', '56299', '28422', '14222', '4090', '5253', '10079', '29391', '56301']"
3.8573396,3.5096433,3.4647572,3.3048954,3.1964428,3.0686038,3.0199804,2.994836,2.8896668,2.82031,2.8107555,2.7924418,2.7842705,2.7238271,2.7182848,2.704715,2.6990964,2.6990964,2.6885288,2.6694584,2.6674771,2.6509962,2.6505153,2.6444407,2.6345813,2.6147866,2.6084027,2.6063495,2.6062589,2.5915682,"['9910', '9911', '310', '9912', '20340', '38160', '311', '29691', '38204', '2226', '17625', '43864', '9751', '1436', '10099', '20205', '1886', '4893', '38609', '38454', '7902', '15313', '10650', '9254', '6813', '12356', '28012', '23838', '1902', '12024']"
2.2484066,2.204885,2.1530435,2.0000648,1.9923209,1.988351,1.9868343,1.938079,1.9270087,1.9255321,1.9172125,1.9080153,1.889706,1.8856789,1.8823055,1.8800875,1.8790723,1.8646699,1.864127,1.8598247,1.8566222,1.8551592,1.8451983,1.8315909,1.798726,1.7915925,1.7873082,1.785598,1.7805854,1.7802128,"['42162', '12680', '42227', '45105', '29584', '28045', '10386', '43929', '13726', '45314', '55963', '35937', '46268', '49562', '43774', '47665', '35744', '25727', '30073', '26475', '37674', '53041', '37966', '35110', '24279', '38955', '51529', '53582', '31457', '10531']"
3.7420702,2.5956779,2.2288675,2.1531954,2.1407154,2.1307182,2.1124454,2.0318084,2.0025764,1.9942313,1.9674423,1.9063944,1.8658717,1.8655756,1.8625685,1.8472998,1.842537,1.8266118,1.8133097,1.8111883,1.8002293,1.7953032,1.7811453,1.7804979,1.7736157,1.7595023,1.7417861,1.7301207,1.7256103,1.7234775,"['38523', '38522', '12686', '2813', '55677', '51483', '26254', '38525', '36595', '52437', '50032', '23491', '37763', '22980', '55776', '38524', '7789', '8886', '25282', '26124', '17287', '13164', '29261', '26757', '18681', '2820', '13830', '4058', '28176', '54267']"
7.1667476,4.0038266,3.9062448,3.758313,3.7120543,3.4407773,3.4220858,3.240237,3.2332554,3.216757,3.1951027,3.1693022,3.098685,3.087177,3.0727487,3.0704331,3.0443444,3.0412402,3.036418,3.01886,3.008575,2.999774,2.9974864,2.9774623,2.9761631,2.9733446,2.968704,2.963503,2.9615428,2.9601712,"['11883', '910', '12284', '16886', '1379', '52253', '6520', '15848', '6199', '22927', '24437', '911', '54877', '14689', '24730', '12452', '46034', '42057', '886', '28014', '913', '27021', '32468', '23174', '36487', '38196', '50211', '34525', '28670', '43228']"
4.712341,4.4084086,3.9097939,3.8786027,3.8739657,3.726518,3.620554,3.5205994,3.3527884,3.324007,3.322667,2.965495,2.930858,2.806661,2.7807655,2.7320478,2.7227302,2.7175975,2.7073858,2.5926788,2.545429,2.4958167,2.4923425,2.4822247,2.482055,2.471971,2.4695032,2.466324,2.462049,2.4583182,"['33133', '33122', '33136', '33124', '33131', '33121', '33123', '33130', '33128', '33126', '33129', '29791', '42194', '49321', '33125', '23518', '33127', '30564', '39390', '52407', '3456', '29135', '34492', '3796', '14456', '15684', '14004', '11395', '10662', '23889']"
7.677709,5.912159,5.70633,5.35074,5.2838955,5.206096,5.193676,5.0736666,5.0263014,4.903185,4.8848615,4.879646,4.8075166,4.7861314,4.714676,4.598049,4.5701942,4.4864244,4.4759946,4.4712377,4.460462,4.4514623,4.4244795,4.420358,4.412115,4.408439,4.392113,4.3457665,4.3250837,4.3008575,"['43660', '43661', '50152', '49988', '29475', '26952', '26765', '26761', '19806', '23777', '44496', '23273', '18422', '21887', '18832', '26358', '30820', '43408', '8709', '19567', '26936', '45495', '56104', '41739', '33935', '43652', '19589', '18831', '45511', '43881']"
4.3115134,4.098926,4.078053,3.9370515,3.8180995,3.800012,3.2558968,2.9133499,2.787417,2.7796364,2.7624056,2.7125745,2.6752994,2.623956,2.6198034,2.5990279,2.493027,2.4789042,2.434713,2.4209123,2.387119,2.3682513,2.2992182,2.2771416,2.2575562,2.1642275,2.1482038,2.1441832,2.1407957,2.130533,"['50011', '50012', '35225', '11732', '11733', '31930', '33895', '34160', '8624', '24279', '34442', '5489', '23858', '11114', '15166', '24339', '30029', '49849', '49573', '42386', '32311', '31751', '37772', '49568', '10855', '15811', '32768', '34075', '33290', '42388']"
4.2386513,4.128022,3.9195452,3.749872,3.4610395,3.4610395,3.1112204,2.9174113,2.8688886,2.812247,2.7912672,2.7534056,2.7358627,2.725186,2.7176158,2.7012799,2.673684,2.6728296,2.6602154,2.5935168,2.578229,2.5751736,2.5606346,2.5599852,2.5581193,2.4990702,2.4964015,2.4913044,2.4913044,2.4788458,"['20884', '968', '40924', '25533', '3336', '5157', '9419', '8194', '20128', '6967', '42065', '21543', '17712', '12028', '18803', '48882', '25204', '42098', '7032', '16805', '42150', '38844', '943', '17460', '25376', '8197', '45915', '969', '4736', '41632']"
4.939889,4.7903833,4.7818084,4.611146,4.0521865,3.8506334,3.7731867,3.6989317,3.6187844,3.5518186,3.5265868,3.5125582,3.5037615,3.4842398,3.2563457,3.2481997,3.210671,3.198529,2.9721007,2.9656866,2.9322348,2.889744,2.8691316,2.851692,2.843395,2.8361702,2.8338015,2.8119187,2.8097193,2.7814634,"['31973', '31974', '12381', '12380', '12382', '31975', '12383', '31976', '31977', '53202', '53206', '12388', '24228', '12387', '31978', '53203', '44907', '12385', '53825', '53821', '53824', '17230', '53205', '12384', '15077', '39473', '53820', '17910', '53204', '39329']"
3.6540966,2.4223697,2.352051,2.3281875,2.2609472,2.2141943,2.2085328,2.1928654,2.186151,2.077884,2.0595737,2.0553663,2.0417783,2.0189433,2.0097454,2.0060272,1.9977615,1.9692065,1.952664,1.9197726,1.9181325,1.9000874,1.8816091,1.8698992,1.8672647,1.8591337,1.8440346,1.8222713,1.8026661,1.7917106,"['44641', '43924', '34273', '31699', '6638', '12659', '33058', '21800', '37311', '44642', '27077', '46480', '46505', '33434', '32990', '13762', '11791', '36670', '15091', '46479', '42381', '34113', '33854', '34138', '37781', '49863', '55735', '49574', '7272', '44660']"
3.627649,3.0442905,2.9074163,2.8949196,2.8906229,2.8124075,2.7373884,2.7160325,2.6869392,2.6859405,2.6592107,2.652431,2.638547,2.6361074,2.6361074,2.585037,2.5800529,2.579309,2.5620928,2.5620928,2.551553,2.5450785,2.542135,2.5202465,2.5184596,2.4967046,2.47625,2.4714172,2.4452388,2.4351654,"['37796', '37806', '37833', '55417', '32331', '37834', '37865', '32706', '15235', '37836', '43267', '25726', '55445', '1077', '4772', '29836', '37979', '14020', '4460', '5295', '47648', '41889', '1664', '42129', '13558', '55107', '43747', '24410', '45065', '24182']"
3.3139699,2.3135426,2.21244,2.0372615,2.0159461,1.943212,1.9137192,1.9022014,1.8948572,1.8842638,1.8681549,1.8611493,1.8292745,1.8263822,1.8079753,1.8053793,1.7719817,1.7576234,1.7472022,1.7282374,1.7267936,1.7093309,1.7076758,1.7051891,1.6929392,1.6848586,1.6759013,1.6710061,1.6677746,1.6598991,"['54947', '54948', '47498', '6605', '39051', '28150', '49719', '47499', '29638', '47494', '37903', '50179', '40195', '48030', '42775', '48869', '10933', '25993', '22442', '23190', '24772', '28502', '46308', '19554', '39397', '29517', '47491', '6077', '47497', '2396']"
4.8982134,3.9314642,3.4128332,3.022006,2.7707484,2.7706764,2.6106296,2.4057767,2.3978395,2.3718975,2.3653953,2.3535717,2.347179,2.3327494,2.308774,2.3053725,2.3045652,2.285013,2.2658567,2.261517,2.254955,2.2499964,2.2463386,2.2370083,2.228476,2.2250197,2.2240822,2.22264,2.221594,2.214687,"['50003', '19744', '50004', '21191', '32539', '20061', '20010', '39794', '46524', '56089', '7277', '29266', '23520', '14899', '13921', '10458', '25391', '36457', '12644', '4408', '49273', '20228', '27417', '8372', '25847', '53359', '42626', '6423', '23681', '21762']"
5.395889,4.5192213,4.044268,3.9929023,3.9763374,3.8737643,3.8054545,3.6844351,3.624327,3.5587316,3.5320227,3.418896,3.413174,3.4018095,3.382844,3.3654933,3.3261433,3.3194191,3.3095767,3.3027694,3.2987907,3.2929757,3.2760558,3.2241611,3.2101815,3.190467,3.1898158,3.166294,3.1329381,3.1290963,"['3937', '3938', '15487', '25248', '31987', '31018', '31019', '44232', '24380', '33984', '34946', '30888', '26314', '3934', '24058', '8274', '55118', '40013', '34482', '26573', '3812', '40011', '48927', '47117', '20202', '54290', '31883', '3940', '18455', '51500']"
3.12806,2.798319,2.7146544,2.6434195,2.602863,2.5842433,2.5605078,2.5202906,2.51696,2.5147088,2.4837773,2.476221,2.4596865,2.437453,2.4320467,2.4036274,2.4000812,2.3670518,2.3447764,2.3436527,2.3412917,2.3320808,2.3312564,2.3273754,2.326995,2.3203404,2.319104,2.3178318,2.3143187,2.3133407,"['16066', '16068', '16061', '24214', '16054', '48481', '16064', '16069', '16053', '44172', '6174', '9449', '1277', '30266', '30831', '16057', '21447', '1806', '14134', '21611', '16067', '38594', '37325', '16491', '21592', '36275', '19180', '21492', '45367', '552']"
3.1299245,3.0757666,2.8409212,2.734747,2.6840386,2.557024,2.5223813,2.5050774,2.5021806,2.498536,2.4892557,2.4773843,2.4352975,2.4149358,2.40244,2.39084,2.3378177,2.3230038,2.2768574,2.270411,2.2576208,2.2551155,2.2349427,2.2204683,2.212679,2.1977863,2.1873686,2.1774416,2.1652062,2.1632178,"['46309', '22632', '46397', '5336', '18543', '22633', '9010', '20344', '52265', '43314', '15726', '41754', '18525', '42083', '17040', '52374', '43315', '37070', '8951', '14513', '26839', '52299', '18270', '54537', '20615', '23772', '44612', '43675', '6788', '48193']"
3.5425484,2.4839313,2.0921037,1.9581362,1.9070094,1.7115003,1.7093266,1.6295158,1.6225362,1.5905232,1.557111,1.5539432,1.5343186,1.5332582,1.5302867,1.517603,1.5161915,1.514896,1.5130388,1.5033392,1.4976262,1.4876267,1.4798619,1.475087,1.475087,1.4740305,1.470299,1.469245,1.4641688,1.4598624,"['55258', '55263', '55261', '55262', '15542', '11281', '55260', '19421', '35069', '11283', '55259', '11286', '39640', '51158', '37750', '52724', '16711', '48945', '18524', '4269', '44771', '42283', '7760', '2835', '5064', '52414', '13976', '32144', '49379', '9181']"
3.4524634,3.2736712,2.8188908,2.7600992,2.6170752,2.5701826,2.543162,2.539586,2.5333388,2.4293907,2.4176826,2.3878288,2.385727,2.3675761,2.3604093,2.3191283,2.3053637,2.298047,2.2952318,2.2825172,2.2805398,2.2716527,2.2631981,2.2422247,2.2397823,2.2391098,2.2353783,2.2191794,2.2156026,2.1985054,"['13966', '42181', '17451', '49893', '44750', '15671', '46503', '2670', '36551', '37182', '14776', '35108', '41552', '14772', '40883', '19017', '15140', '47095', '1216', '31955', '16494', '29852', '36550', '25162', '31246', '16371', '26678', '44436', '33973', '43347']"
3.20875,3.191469,3.1818917,3.1211433,3.114391,3.032744,3.0184336,3.0117033,3.0090864,2.9921627,2.9836051,2.9776995,2.9736807,2.937748,2.9262016,2.919691,2.9053762,2.8970456,2.8498867,2.8357334,2.8293285,2.779758,2.7797165,2.7753756,2.7703767,2.7638597,2.7620711,2.7620685,2.74128,2.7386346,"['15285', '22297', '22299', '32091', '14635', '6384', '10456', '15559', '21737', '44979', '19715', '7136', '28663', '22298', '7112', '19884', '17867', '40550', '24607', '18321', '47576', '56478', '19798', '39950', '11904', '27158', '33988', '41488', '22300', '49528']"
2.8193865,2.4547534,2.4547534,2.3960497,2.2196932,2.1992905,2.065578,2.0167346,1.9820452,1.9777594,1.9576648,1.9425045,1.942242,1.9419382,1.9241146,1.9136866,1.9121579,1.9101489,1.8960088,1.8869761,1.8854073,1.8745015,1.8726976,1.8677809,1.865872,1.8599584,1.8534986,1.8472967,1.8311462,1.8273728,"['16050', '1069', '4769', '6178', '1068', '1054', '1043', '3818', '4413', '27598', '32499', '1053', '48246', '3997', '32812', '26740', '5388', '50811', '27495', '6051', '9606', '27459', '8825', '14874', '940', '51631', '1066', '12342', '30238', '3998']"
2.3237033,1.8999704,1.8905151,1.7967848,1.7751511,1.7032919,1.6794127,1.6727997,1.6424736,1.6423795,1.6377274,1.6291223,1.6263121,1.5859389,1.5814337,1.5741887,1.556063,1.556063,1.5507491,1.5448631,1.5416182,1.5355859,1.5249774,1.515995,1.5151193,1.5127225,1.5069667,1.504674,1.4974067,1.4956414,"['21611', '46311', '15294', '20065', '6174', '3805', '33254', '21607', '41640', '11658', '27397', '25897', '49678', '56587', '23379', '23458', '2340', '4978', '46452', '53317', '21619', '50105', '28503', '11199', '55608', '37108', '16232', '20948', '40955', '42220']"
